Name,Date,Season,Phase,Position,Team,Birthyear,Weight,Size,10m Off,20m Off,30m Off,5_10_5,10m Off_index,20m Off_index,30m Off_index,5_10_5_index,Speed_index,10m Off_index_distance,20m Off_index_distance,30m Off_index_distance,5_10_5_index_distance,speed_index_distance,CMJ W/kg,SJ W/kg,SL CMJ L,SL CMJ R,CMJ W/kg_index,SJ W/kg_index,SL CMJ L_index,SL CMJ R_index,power_index,CMJ W/kg_index_distance,SJ W/kg_index_distance,SL CMJ L_index_distance,SL CMJ R_index_distance,power_index_distance,WG Ppeak,WG Ppeak W/kg,3min MMP,3min W/kg,WG Pavg W/kg,WG Ppeak_index,WG Ppeak W/kg_index,3min MMP_index,3min W/kg_index,WG Pavg W/kg_index,Endurance_index,WG Ppeak_index_distance,WG Ppeak W/kg_index_distance,3min MMP_index_distance,3min W/kg_index_distance,WG Pavg W/kg_index_distance,endurance_index_distance,IMTP,IMTP_index,IMTP_index_distance,AD Mx F 60 L,AD Mx F 60 R,AB Mx F 60 L,AB Mx F 60 R,AD Mx F 60 L_index,AD Mx F 60 R_index,AB Mx F 60 L_index,AB Mx F 60 R_index,Hip_index,AD Mx F 60 L_index_distance,AD Mx F 60 R_index_distance,AB Mx F 60 L_index_distance,AB Mx F 60 R_index_distance,hip_index_distance,SH Int L,SH Int R,SH Ext L,SH Ext R,SH Int L_index,SH Int R_index,SH Ext L_index,SH Ext R_index,Shoulder_index,SH Int L_index_distance,SH Int R_index_distance,SH Ext L_index_distance,SH Ext R_index_distance,shoulder_index_distance,Improvement_Recommendation,Best_Skill,Improvement_Recommendation_Category,Best_Skill_Category,assignedLine
E AJ,2023-04-24,23/24,Pre-Season,W,NL,1994,79.0,176.5,1.87,3.18,,4.56,43.0,45.0,,61.0,50.0,-9.0,-19.0,0.0,0.0,-7.0,53.7,,,,32.0,,,,32.0,-8.0,0.0,0.0,0.0,-3.0,1130.0,13.9,385.0,4.87,,22.0,43.0,37.0,56.0,,40.0,-23.200000000000003,-17.0,-6.0,6.0,0.0,-6.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,WG Ppeak,3min W/kg,speed,IMTP,
E AJ,2023-07-31,23/24,Pre-Season,W,NL,1994,81.4,177.0,1.82,3.09,,4.5,55.0,64.0,,69.0,63.0,0.0,0.0,0.0,8.0,2.0,57.7,58.4,,,44.0,41.0,,,42.0,0.0,4.0,0.0,0.0,0.0,1461.0,17.9484029484029,418.0,5.14,,53.0,90.0,50.0,67.0,,65.0,3.200000000000003,30.0,7.0,17.0,0.0,15.0,,,0.0,553.0,544.0,485.0,457.875,70.0,67.0,44.0,39.0,55.0,9.0,5.0,0.0,-6.5,1.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,AB Mx F 60 R,WG Ppeak W/kg,power,endurance,
E AJ,2024-04-22,24/25,Pre-Season,W,NL,1994,81.8,177.0,1.89,,4.41,4.55,38.0,,43.0,62.0,48.0,-14.0,0.0,-19.0,1.0,-9.0,56.1,54.7,31.0,30.9,39.0,31.0,17.0,13.0,25.0,-1.0,-6.0,-19.0,-20.0,-10.0,1380.0,,416.0,5.14,9.42,45.0,,50.0,67.0,36.0,50.0,-0.2000000000000028,0.0,7.0,17.0,-10.0,0.0,2895.0,31.0,-4.0,518.0,525.0,479.0,441.0,62.0,63.0,42.0,35.0,50.0,1.0,1.0,-2.0,-10.5,-3.5,158.0,115.0,143.0,78.0,16.0,15.0,26.0,8.0,16.0,-12.0,-27.0,-23.0,-49.0,-28.0,SH Ext R,3min W/kg,shoulder,endurance,
E AJ,2024-06-24,24/25,Pre-Season,W,NL,1994,81.8,177.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,58.5,,,,46.0,,,,46.0,1.2000000000000028,0.0,0.0,0.0,4.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10m Off,power,speed,power,
E AJ,2024-08-07,24/25,Pre-Season,W,NL,1994,80.4,177.0,1.74,,4.14,4.39,75.0,,74.0,84.0,78.0,18.40000000000001,0.0,12.0,23.0,17.0,59.3,60.4,31.2,30.8,49.0,47.0,18.0,13.0,32.0,4.200000000000003,10.0,-18.0,-20.0,-3.0,1361.0,,424.0,5.44,9.57,43.0,,53.0,80.0,40.0,54.0,-2.200000000000003,0.0,10.0,30.0,-6.0,4.0,3041.0,38.0,3.0,575.0,566.0,488.0,482.0,75.0,72.0,44.0,45.0,59.0,14.0,10.0,0.0,-0.5,5.5,160.0,149.0,125.0,102.0,17.0,28.0,17.0,18.0,20.0,-11.0,-14.0,-32.0,-39.0,-24.0,SH Ext R,3min W/kg,shoulder,speed,
F AK,2023-04-24,23/24,Pre-Season,D,NL,1992,94.9,185.0,1.84,3.05,,4.33,50.0,72.0,,92.0,71.0,-2.0,8.0,0.0,31.0,10.0,60.4,,,,52.0,,,,52.0,7.200000000000003,0.0,0.0,0.0,10.0,1441.0,15.2,398.0,4.19,,51.0,58.0,42.0,28.0,,45.0,1.2000000000000028,-2.0,-1.0,-22.0,0.0,-1.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3min W/kg,5_10_5,endurance,power,
F AK,2023-07-31,23/24,Pre-Season,D,NL,1992,97.8,185.0,1.83,3.04,,4.46,52.0,75.0,,74.0,67.0,0.0,11.0,0.0,13.0,6.0,60.5,57.8,,,52.0,40.0,,,46.0,7.200000000000003,3.0,0.0,0.0,4.0,1655.0,16.9222903885481,442.0,4.51,,71.0,78.0,60.0,41.0,,62.0,21.200000000000003,18.0,17.0,-9.0,0.0,12.0,,,0.0,593.0,610.0,548.5,537.0,79.0,82.0,61.0,59.0,70.0,18.0,20.0,17.0,13.5,16.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3min W/kg,WG Ppeak,IMTP,hip,
F AK,2024-04-22,24/25,Pre-Season,D,NL,1992,97.8,185.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,53.5,,32.9,31.0,32.0,,26.0,14.0,24.0,-8.0,0.0,-10.0,-19.0,-11.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,505.0,526.0,511.0,532.0,60.0,64.0,51.0,58.0,58.0,-1.0,2.0,7.0,12.5,4.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,SL CMJ R,AB Mx F 60 R,power,hip,
F AK,2024-06-24,24/25,Pre-Season,D,NL,1992,94.7,185.5,1.88,,4.32,,40.0,,53.0,,46.0,-12.0,0.0,-9.0,0.0,-11.0,55.1,54.3,30.5,31.5,36.0,30.0,14.0,16.0,24.0,-4.0,-7.0,-22.0,-17.0,-11.0,1554.0,,,,9.86,61.0,,,,46.0,54.0,11.200000000000005,0.0,0.0,0.0,0.0,4.0,,,0.0,512.0,518.0,533.0,552.0,61.0,62.0,57.0,63.0,61.0,0.0,0.0,13.0,17.5,7.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,SL CMJ L,AB Mx F 60 R,power,hip,
F AK,2024-08-07,24/25,Pre-Season,D,NL,1992,98.4,185.0,1.77,,4.18,4.59,67.0,,70.0,57.0,65.0,10.400000000000006,0.0,8.0,-4.0,4.0,54.3,54.2,31.2,30.8,34.0,29.0,18.0,13.0,24.0,-6.0,-8.0,-18.0,-20.0,-11.0,,,465.0,4.8,,,,70.0,53.0,,62.0,0.0,0.0,27.0,3.0,0.0,12.0,3313.0,52.0,17.0,539.0,591.0,590.0,569.0,67.0,78.0,73.0,68.0,72.0,6.0,16.0,29.0,22.5,18.5,216.0,99.0,183.0,112.0,40.0,8.0,48.0,23.0,30.0,12.0,-34.0,-1.0,-34.0,-14.0,SH Int R,AB Mx F 60 L,shoulder,hip,
G AL,2024-04-22,24/25,Pre-Season,W,NL,1998,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,55.7,,,,38.0,,,,38.0,-2.0,0.0,0.0,0.0,0.0,,,356.0,,,,,25.0,,,25.0,0.0,0.0,-18.0,0.0,0.0,-21.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,endurance,10m Off,endurance,power,
G AL,2024-06-24,24/25,Pre-Season,W,NL,1998,80.8,,1.75,,4.06,4.71,72.0,,84.0,41.0,66.0,15.400000000000006,0.0,22.0,-20.0,5.0,52.4,58.6,38.3,37.6,28.0,42.0,51.0,47.0,42.0,-12.0,5.0,15.0,14.0,0.0,1343.0,,,,10.28,42.0,,,,56.0,49.0,-3.200000000000003,0.0,0.0,0.0,10.0,0.0,2829.0,27.0,-8.0,442.0,476.0,379.0,375.0,46.0,53.0,14.0,18.0,33.0,-15.0,-9.0,-30.0,-27.5,-20.5,173.0,169.0,175.0,179.0,22.0,35.0,43.0,51.0,38.0,-6.0,-7.0,-6.0,-6.0,-6.0,AB Mx F 60 L,30m Off,hip,speed,
G AL,2024-08-07,24/25,Pre-Season,W,NL,1998,79.9,189.5,1.77,,4.05,4.59,67.0,,85.0,57.0,70.0,10.400000000000006,0.0,23.0,-4.0,9.0,57.9,58.5,39.8,36.8,45.0,42.0,58.0,43.0,47.0,0.2000000000000028,5.0,22.0,10.0,5.0,1517.0,,405.0,5.06,10.81,58.0,,45.0,64.0,68.0,59.0,8.200000000000003,0.0,2.0,14.0,22.0,9.0,2916.0,32.0,-3.0,464.0,498.0,411.0,384.0,50.0,57.0,23.0,20.0,38.0,-11.0,-5.0,-21.0,-25.5,-15.5,187.0,194.0,178.0,180.0,28.0,45.0,45.0,51.0,42.0,0.0,3.0,-4.0,-6.0,-2.0,AB Mx F 60 R,30m Off,hip,speed,
H AM,2023-04-24,23/24,Pre-Season,C,NL,1999,81.6,179.0,1.89,3.14,,4.69,38.0,53.0,,43.0,45.0,-14.0,-11.0,0.0,-18.0,-12.0,56.2,,,,40.0,,,,40.0,0.0,0.0,0.0,0.0,0.0,1103.0,13.5,364.0,4.46,,19.0,38.0,28.0,39.0,,31.0,-26.200000000000003,-22.0,-15.0,-11.0,0.0,-15.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,WG Ppeak,30m Off,endurance,power,
H AM,2023-07-31,23/24,Pre-Season,C,NL,1999,86.4,179.5,1.88,3.09,,4.61,40.0,64.0,,54.0,53.0,-12.0,0.0,0.0,-7.0,-4.0,57.2,64.8,,,43.0,59.0,,,51.0,0.0,22.0,0.0,0.0,9.0,1392.0,16.1111111111111,372.0,4.34,,46.0,68.0,31.0,34.0,,45.0,0.0,8.0,-12.0,-16.0,0.0,-1.0,,,0.0,467.0,483.0,410.5,420.0,51.0,54.0,23.0,29.0,39.0,-10.0,-8.0,-21.0,-16.5,-14.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,AB Mx F 60 L,SJ W/kg,hip,power,
H AM,2024-04-22,24/25,Pre-Season,C,NL,1999,79.9,179.7,1.84,,4.33,4.69,50.0,,52.0,43.0,48.0,-2.0,0.0,-10.0,-18.0,-9.0,58.8,53.7,37.5,36.4,47.0,28.0,47.0,41.0,41.0,2.200000000000003,-9.0,11.0,8.0,0.0,1218.0,,337.0,4.2,8.6,30.0,,17.0,28.0,17.0,23.0,-15.200000000000005,0.0,-26.0,-22.0,-29.0,-23.0,2823.0,27.0,-8.0,464.0,479.0,471.0,432.0,50.0,53.0,40.0,32.0,44.0,-11.0,-9.0,-4.0,-13.5,-9.5,175.0,181.0,157.0,191.0,23.0,40.0,34.0,56.0,38.0,-5.0,-2.0,-15.0,-1.0,-6.0,WG Pavg W/kg,SL CMJ L,endurance,power,
H AM,2024-06-24,24/25,Pre-Season,C,NL,1999,78.8,179.7,1.78,,4.25,4.57,65.0,,62.0,59.0,62.0,8.400000000000006,0.0,0.0,-2.0,1.0,60.4,56.9,35.4,35.4,52.0,37.0,38.0,36.0,41.0,7.200000000000003,0.0,2.0,3.0,0.0,1369.0,,,,10.76,44.0,,,,67.0,56.0,-1.2000000000000028,0.0,0.0,0.0,21.0,6.0,2942.0,33.0,-2.0,455.0,476.0,418.0,429.0,48.0,53.0,25.0,32.0,40.0,-13.0,-9.0,-19.0,-13.5,-13.5,182.0,185.0,174.0,175.0,26.0,42.0,43.0,49.0,40.0,-2.0,0.0,-6.0,-8.0,-4.0,AB Mx F 60 L,WG Pavg W/kg,hip,endurance,
H AM,2024-08-07,24/25,Pre-Season,C,NL,1999,78.6,180.5,1.72,,4.15,4.47,79.0,,73.0,73.0,75.0,22.40000000000001,0.0,11.0,12.0,14.0,60.6,56.3,39.1,36.2,53.0,35.0,55.0,40.0,46.0,8.200000000000003,-2.0,19.0,7.0,4.0,1363.0,,367.0,4.71,10.71,43.0,,29.0,50.0,66.0,47.0,-2.200000000000003,0.0,-14.0,0.0,20.0,0.0,3026.0,37.0,2.0,476.0,455.0,430.0,420.0,53.0,48.0,28.0,29.0,40.0,-8.0,-14.0,-16.0,-16.5,-13.5,221.0,205.0,186.0,191.0,42.0,49.0,49.0,56.0,49.0,14.0,7.0,0.0,-1.0,5.0,AB Mx F 60 R,10m Off,hip,speed,
I AN,2024-04-22,24/25,Pre-Season,C,NL,1998,94.0,194.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,52.9,,,,30.0,,,,30.0,-10.0,0.0,0.0,0.0,-5.0,1557.0,,359.0,3.81,8.24,61.0,,26.0,12.0,9.0,27.0,11.200000000000005,0.0,-17.0,-38.0,-37.0,-19.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3min W/kg,WG Ppeak,endurance,speed,
I AN,2024-06-24,24/25,Pre-Season,C,NL,1998,94.0,194.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,56.8,56.4,31.9,31.0,41.0,36.0,21.0,14.0,28.0,0.0,-1.0,-15.0,-19.0,-7.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,444.0,470.0,375.0,423.0,46.0,51.0,13.0,30.0,35.0,-15.0,-11.0,-31.0,-15.5,-18.5,260.0,197.0,187.0,172.0,59.0,46.0,50.0,48.0,51.0,31.0,4.0,1.0,-9.0,7.0,AB Mx F 60 L,SH Int L,hip,shoulder,
I AN,2024-08-07,24/25,Pre-Season,C,NL,1998,96.0,194.5,1.84,,4.19,4.73,50.0,,69.0,38.0,52.0,-2.0,0.0,7.0,-23.0,-5.0,56.4,54.7,30.3,30.0,40.0,31.0,14.0,9.0,24.0,0.0,-6.0,-22.0,-24.0,-11.0,1521.0,,394.0,4.06,8.84,58.0,,41.0,22.0,23.0,36.0,8.200000000000003,0.0,-2.0,-28.0,-23.0,-10.0,,,0.0,451.0,452.0,390.0,410.0,48.0,48.0,17.0,27.0,35.0,-13.0,-14.0,-27.0,-18.5,-18.5,274.0,277.0,180.0,195.0,64.0,77.0,46.0,57.0,61.0,36.0,35.0,-3.0,0.0,17.0,3min W/kg,SH Int L,hip,shoulder,
J AO,2023-07-31,23/24,Pre-Season,G,NL,1992,86.5,185.0,1.78,3.0,,4.67,65.0,83.0,,46.0,65.0,8.400000000000006,19.0,0.0,-15.0,4.0,63.9,63.8,,,62.0,56.0,,,59.0,17.200000000000003,19.0,0.0,0.0,17.0,1498.0,17.3179190751445,410.0,4.74,,56.0,82.0,47.0,51.0,,59.0,6.200000000000003,22.0,4.0,1.0,0.0,9.0,,,0.0,514.0,510.0,481.25,484.375,62.0,60.0,42.0,46.0,52.0,1.0,-2.0,-2.0,0.5,-1.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,5_10_5,WG Ppeak W/kg,hip,power,
J AO,2024-08-07,24/25,Pre-Season,G,NL,1992,86.7,185.5,1.78,,4.16,4.51,65.0,,72.0,67.0,68.0,8.400000000000006,0.0,10.0,6.0,7.0,70.3,68.8,36.5,37.8,82.0,71.0,43.0,48.0,61.0,37.2,34.0,7.0,15.0,19.0,1660.0,,415.0,4.82,10.23,71.0,,49.0,54.0,55.0,57.0,21.200000000000003,0.0,6.0,4.0,9.0,7.0,2829.0,27.0,-8.0,515.0,518.0,477.0,503.0,62.0,62.0,41.0,51.0,54.0,1.0,0.0,-3.0,5.5,0.5,197.0,201.0,229.0,233.0,32.0,48.0,72.0,73.0,56.0,4.0,6.0,23.0,16.0,12.0,IMTP,CMJ W/kg,IMTP,power,
K AP,2023-07-31,23/24,Pre-Season,W,NL,1999,81.8,178.0,1.8,2.99,,4.49,60.0,85.0,,70.0,72.0,3.4000000000000057,21.0,0.0,9.0,11.0,57.2,56.6,,,43.0,36.0,,,40.0,0.0,-1.0,0.0,0.0,0.0,1483.0,18.1295843520782,408.0,4.99,,55.0,92.0,46.0,61.0,,64.0,5.200000000000003,32.0,3.0,11.0,0.0,14.0,,,0.0,459.0,470.0,452.0,465.875,49.0,51.0,34.0,41.0,44.0,-12.0,-11.0,-10.0,-4.5,-9.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,AD Mx F 60 L,WG Ppeak W/kg,hip,endurance,
K AP,2024-08-07,24/25,Pre-Season,W,NL,1999,82.1,178.0,1.82,,4.15,4.43,55.0,,73.0,78.0,69.0,0.0,0.0,11.0,17.0,8.0,64.0,67.3,40.7,36.8,63.0,66.0,62.0,43.0,58.0,18.200000000000003,29.0,26.0,10.0,16.0,1615.0,,424.0,5.3,11.6,67.0,,53.0,74.0,87.0,70.0,17.200000000000003,0.0,10.0,24.0,41.0,20.0,2628.0,17.0,-18.0,492.0,537.0,501.0,496.0,57.0,66.0,48.0,49.0,55.0,-4.0,4.0,4.0,3.5,1.5,215.0,237.0,193.0,197.0,40.0,62.0,53.0,58.0,53.0,12.0,20.0,4.0,1.0,9.0,IMTP,WG Pavg W/kg,IMTP,endurance,
L AQ,2023-04-24,23/24,Pre-Season,D,Prospect,2005,79.4,179.0,1.79,3.0,,4.56,62.0,83.0,,61.0,69.0,5.400000000000006,19.0,0.0,0.0,8.0,57.7,,,,44.0,,,,44.0,0.0,0.0,0.0,0.0,2.0,1083.0,13.7,375.0,4.72,,17.0,40.0,33.0,50.0,,35.0,-28.200000000000003,-20.0,-10.0,0.0,0.0,-11.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,WG Ppeak,20m Off,endurance,speed,
L AQ,2023-07-31,23/24,Pre-Season,D,Prospect,2005,81.3,179.0,1.79,3.03,,4.62,62.0,77.0,,53.0,64.0,5.400000000000006,13.0,0.0,-8.0,3.0,54.7,54.3,,,35.0,30.0,,,32.0,-5.0,-7.0,0.0,0.0,-3.0,1375.0,16.9126691266913,,,,45.0,78.0,,,,62.0,-0.2000000000000028,18.0,0.0,0.0,0.0,12.0,,,0.0,554.0,566.0,372.0,345.375,70.0,72.0,12.0,10.0,41.0,9.0,10.0,-32.0,-35.5,-12.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,AB Mx F 60 R,WG Ppeak W/kg,hip,endurance,
L AQ,2024-04-22,24/25,Pre-Season,D,Prospect,2005,81.9,179.5,1.79,,4.22,4.5,62.0,,65.0,69.0,65.0,5.400000000000006,0.0,3.0,8.0,4.0,51.2,52.0,30.9,32.2,25.0,23.0,16.0,20.0,21.0,-15.0,-14.0,-20.0,-13.0,-14.0,1392.0,,400.0,4.88,9.63,46.0,,43.0,57.0,41.0,47.0,0.0,0.0,0.0,7.0,-5.0,0.0,3097.0,41.0,6.0,576.25,611.0,401.75,356.75,75.0,82.0,20.0,13.0,48.0,14.0,20.0,-24.0,-32.5,-5.5,166.0,183.0,193.0,224.0,19.0,41.0,53.0,69.0,46.0,-9.0,-1.0,4.0,12.0,2.0,AB Mx F 60 R,AD Mx F 60 R,power,IMTP,
L AQ,2024-06-24,24/25,Pre-Season,D,Prospect,2005,83.8,179.5,1.81,,4.23,4.57,57.0,,64.0,59.0,60.0,0.4000000000000057,0.0,2.0,-2.0,0.0,53.2,55.6,36.4,34.6,31.0,33.0,42.0,32.0,34.0,-9.0,-4.0,6.0,-1.0,-1.0,1540.0,,,,10.82,60.0,,,,69.0,64.0,10.200000000000005,0.0,0.0,0.0,23.0,14.0,3150.0,44.0,9.0,539.0,611.0,414.0,403.0,67.0,82.0,24.0,25.0,50.0,6.0,20.0,-20.0,-20.5,-3.5,165.0,196.0,207.0,233.0,19.0,46.0,60.0,73.0,50.0,-9.0,4.0,11.0,16.0,6.0,AB Mx F 60 R,WG Pavg W/kg,hip,endurance,
L AQ,2024-08-07,24/25,Pre-Season,D,Prospect,2005,78.8,179.0,1.74,,4.11,4.61,75.0,,78.0,54.0,69.0,18.40000000000001,0.0,16.0,-7.0,8.0,55.1,56.8,35.6,34.3,36.0,37.0,38.0,30.0,35.0,-4.0,0.0,2.0,-3.0,0.0,1392.0,,363.0,4.55,9.96,46.0,,28.0,43.0,49.0,42.0,0.0,0.0,-15.0,-7.0,3.0,-4.0,3102.0,41.0,6.0,564.0,538.0,396.0,383.0,73.0,66.0,19.0,20.0,44.0,12.0,4.0,-25.0,-25.5,-9.5,163.0,184.0,201.0,250.0,18.0,41.0,57.0,80.0,49.0,-10.0,-1.0,8.0,23.0,5.0,AB Mx F 60 R,SH Ext R,hip,speed,
M AR,2023-04-24,23/24,Pre-Season,D,NL,1990,86.0,189.0,1.8,3.06,,4.48,60.0,70.0,,72.0,67.0,3.4000000000000057,6.0,0.0,11.0,6.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,30m Off,5_10_5,power,speed,
M AR,2023-07-31,23/24,Pre-Season,D,NL,1990,88.0,189.5,1.77,3.06,,4.5,67.0,70.0,,69.0,69.0,10.400000000000006,6.0,0.0,8.0,8.0,58.1,56.7,,,45.0,36.0,,,40.0,0.2000000000000028,-1.0,0.0,0.0,0.0,1267.0,14.3977272727273,399.0,4.64,,34.0,49.0,43.0,47.0,,43.0,-11.200000000000005,-11.0,0.0,-3.0,0.0,-3.0,,,0.0,391.0,430.0,457.0,433.375,34.0,43.0,36.0,33.0,36.0,-27.0,-19.0,-8.0,-12.5,-17.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,AD Mx F 60 L,10m Off,hip,speed,
M AR,2024-04-22,24/25,Pre-Season,D,NL,1990,90.6,189.0,1.76,,4.24,4.73,70.0,,63.0,38.0,57.0,13.400000000000006,0.0,1.0,-23.0,0.0,57.9,56.7,33.1,39.4,45.0,36.0,27.0,55.0,41.0,0.2000000000000028,-1.0,-9.0,22.0,0.0,1526.0,,359.0,4.48,8.95,59.0,,26.0,40.0,25.0,38.0,9.200000000000005,0.0,-17.0,-10.0,-21.0,-8.0,2646.0,18.0,-17.0,523.0,539.0,520.0,545.0,64.0,66.0,53.0,61.0,61.0,3.0,4.0,9.0,15.5,7.5,211.0,213.0,168.0,182.0,38.0,53.0,40.0,52.0,46.0,10.0,11.0,-9.0,-5.0,2.0,5_10_5,SL CMJ R,IMTP,hip,
M AR,2024-06-24,24/25,Pre-Season,D,NL,1990,90.6,189.0,1.88,,4.37,4.56,40.0,,48.0,61.0,50.0,-12.0,0.0,-14.0,0.0,-7.0,57.6,59.4,35.6,36.4,44.0,44.0,38.0,41.0,42.0,0.0,7.0,2.0,8.0,0.0,1558.0,,,,9.67,62.0,,,,42.0,52.0,12.200000000000005,0.0,0.0,0.0,-4.0,2.0,2857.0,29.0,-6.0,540.0,519.0,555.0,533.0,67.0,62.0,63.0,58.0,62.0,6.0,0.0,19.0,12.5,8.5,182.0,171.0,174.0,203.0,26.0,36.0,43.0,61.0,42.0,-2.0,-6.0,-6.0,4.0,-2.0,30m Off,AB Mx F 60 L,speed,hip,
M AR,2024-08-07,24/25,Pre-Season,D,NL,1990,88.9,189.5,1.94,,4.42,4.53,25.0,,42.0,65.0,44.0,-27.0,0.0,-20.0,4.0,-13.0,63.0,60.0,35.0,35.5,60.0,46.0,36.0,36.0,44.0,15.200000000000005,9.0,0.0,3.0,2.0,1558.0,,369.0,4.18,9.67,62.0,,30.0,27.0,42.0,40.0,12.200000000000005,0.0,-13.0,-23.0,-4.0,-6.0,2904.0,31.0,-4.0,540.0,519.0,555.0,533.0,67.0,62.0,63.0,58.0,62.0,6.0,0.0,19.0,12.5,8.5,232.0,182.0,179.0,174.0,47.0,41.0,45.0,49.0,46.0,19.0,-1.0,-4.0,-8.0,2.0,10m Off,AB Mx F 60 L,speed,hip,
N AS,2024-08-07,24/25,Pre-Season,C,NL,2001,78.7,183.5,1.67,,4.02,4.5,92.0,,88.0,69.0,83.0,35.400000000000006,0.0,26.0,8.0,22.0,64.5,76.3,40.9,46.7,64.0,92.0,63.0,92.0,78.0,19.200000000000003,55.0,27.0,59.0,36.0,1417.0,,363.0,4.65,10.92,48.0,,28.0,47.0,71.0,48.0,0.0,0.0,-15.0,-3.0,25.0,0.0,2709.0,21.0,-14.0,526.0,532.0,519.0,503.0,64.0,65.0,53.0,51.0,58.0,3.0,3.0,9.0,5.5,4.5,230.0,212.0,208.0,172.0,46.0,52.0,61.0,48.0,52.0,18.0,10.0,12.0,-9.0,8.0,3min MMP,SL CMJ R,IMTP,power,
O AT,2023-04-24,23/24,Pre-Season,W,NL,2001,87.0,176.0,1.89,3.11,,4.71,38.0,60.0,,41.0,46.0,-14.0,-4.0,0.0,-20.0,-11.0,48.6,,,,17.0,,,,17.0,-23.0,0.0,0.0,0.0,-18.0,1105.0,12.7,406.0,4.72,,19.0,29.0,45.0,50.0,,36.0,-26.200000000000003,-31.0,2.0,0.0,0.0,-10.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,WG Ppeak W/kg,3min MMP,power,IMTP,
O AT,2023-07-31,23/24,Pre-Season,W,NL,2001,85.8,177.0,1.87,3.14,,4.59,43.0,53.0,,57.0,51.0,-9.0,-11.0,0.0,-4.0,-6.0,49.2,49.5,,,19.0,16.0,,,18.0,-21.0,-21.0,0.0,0.0,-17.0,1431.0,16.6783216783217,,,,50.0,75.0,,,,62.0,0.2000000000000028,15.0,0.0,0.0,0.0,12.0,,,0.0,438.0,446.0,398.75,411.5,45.0,46.0,19.0,27.0,34.0,-16.0,-16.0,-25.0,-18.5,-19.5,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,AB Mx F 60 L,WG Ppeak W/kg,hip,endurance,
O AT,2024-04-22,24/25,Pre-Season,W,NL,2001,87.6,177.0,1.8,,4.26,4.65,60.0,,60.0,49.0,56.0,3.4000000000000057,0.0,-2.0,-12.0,-1.0,49.1,47.9,31.1,32.5,18.0,12.0,17.0,21.0,17.0,-22.0,-25.0,-19.0,-12.0,-18.0,1250.0,,428.0,4.88,9.32,33.0,,55.0,57.0,34.0,45.0,-12.200000000000005,0.0,12.0,7.0,-12.0,-1.0,2722.0,22.0,-13.0,442.0,442.0,398.25,417.25,46.0,45.0,19.0,29.0,35.0,-15.0,-17.0,-25.0,-16.5,-18.5,195.0,181.0,169.0,172.0,31.0,40.0,40.0,48.0,40.0,3.0,-2.0,-9.0,-9.0,-4.0,SJ W/kg,3min MMP,hip,speed,
